month,region,bu,product_line,segment,orders,cancellations,backlog,avg_discount,asp
2025-04,NA,Services,Alpha,SMB,69,4,51,0.179,18189.51
2025-04,NA,Services,Alpha,MidMarket,56,2,28,0.083,19384.45
2025-04,NA,Services,Alpha,Enterprise,32,3,21,0.063,20685.84
2025-04,NA,Services,Beta,SMB,155,9,113,0.166,18460.18
2025-04,NA,Services,Beta,MidMarket,117,7,60,0.11,18932.48
2025-04,NA,Services,Beta,Enterprise,75,3,48,0.064,20051.68
2025-04,NA,Services,Gamma,SMB,146,12,53,0.179,17823.93
2025-04,NA,Services,Gamma,MidMarket,103,7,69,0.104,19945.34
2025-04,NA,Services,Gamma,Enterprise,58,5,40,0.055,20846.05
2025-04,NA,Services,ServicesPlus,SMB,76,6,45,0.185,18080.52
2025-04,NA,Services,ServicesPlus,MidMarket,67,5,33,0.134,18591.75
2025-04,NA,Services,ServicesPlus,Enterprise,30,1,26,0.073,20275.14
2025-04,EMEA,Core,Alpha,SMB,145,8,62,0.152,19606.03
2025-04,EMEA,Core,Alpha,MidMarket,110,3,51,0.104,19886.69
2025-04,EMEA,Core,Alpha,Enterprise,75,4,35,0.079,20184.86
2025-04,EMEA,Core,Beta,SMB,97,7,59,0.178,18278.89
2025-04,EMEA,Core,Beta,MidMarket,89,3,28,0.091,20056.31
2025-04,EMEA,Core,Beta,Enterprise,48,2,29,0.056,20803.78
2025-04,EMEA,Core,Gamma,SMB,208,13,87,0.156,18169.69
2025-04,EMEA,Core,Gamma,MidMarket,148,6,71,0.11,19363.49
2025-04,EMEA,Core,Gamma,Enterprise,74,7,48,0.065,20300.38
2025-04,EMEA,Core,ServicesPlus,SMB,95,4,58,0.142,18832.92
2025-04,EMEA,Core,ServicesPlus,MidMarket,73,2,40,0.113,18636.84
2025-04,EMEA,Core,ServicesPlus,Enterprise,41,2,18,0.068,20403.12
2025-04,EMEA,Growth,Alpha,SMB,143,9,56,0.193,18210.05
2025-04,EMEA,Growth,Alpha,MidMarket,109,9,62,0.131,18860.42
2025-04,EMEA,Growth,Alpha,Enterprise,58,4,27,0.114,19284.42
2025-04,EMEA,Growth,Beta,SMB,89,5,45,0.2,17838.05
2025-04,EMEA,Growth,Beta,MidMarket,79,7,30,0.132,18909.27
2025-04,EMEA,Growth,Beta,Enterprise,43,2,27,0.112,19378.5
2025-04,EMEA,Growth,Gamma,SMB,228,11,109,0.185,17738.97
2025-04,EMEA,Growth,Gamma,MidMarket,149,6,105,0.149,18507.2
2025-04,EMEA,Growth,Gamma,Enterprise,92,6,25,0.087,20436.94
2025-04,EMEA,Growth,ServicesPlus,SMB,167,12,91,0.199,17745.58
2025-04,EMEA,Growth,ServicesPlus,MidMarket,129,8,58,0.133,19190.13
2025-04,EMEA,Growth,ServicesPlus,Enterprise,72,6,28,0.096,19732.99
2025-04,EMEA,Services,Alpha,SMB,172,10,92,0.177,17955.42
2025-04,EMEA,Services,Alpha,MidMarket,125,7,85,0.116,18976.81
2025-04,EMEA,Services,Alpha,Enterprise,75,7,64,0.052,20538.08
2025-04,EMEA,Services,Beta,SMB,212,19,95,0.16,18065.29
2025-04,EMEA,Services,Beta,MidMarket,143,8,88,0.114,18915.56
2025-04,EMEA,Services,Beta,Enterprise,90,7,53,0.09,20143.04
2025-04,EMEA,Services,Gamma,SMB,188,14,81,0.155,18443.94
2025-04,EMEA,Services,Gamma,MidMarket,150,9,66,0.11,20060.71
2025-04,EMEA,Services,Gamma,Enterprise,92,7,22,0.057,20881.57
2025-04,EMEA,Services,ServicesPlus,SMB,88,7,44,0.195,17738.68
2025-04,EMEA,Services,ServicesPlus,MidMarket,65,5,34,0.097,19931.34
2025-04,EMEA,Services,ServicesPlus,Enterprise,32,2,18,0.065,20309.64
2025-04,APAC,Core,Alpha,SMB,82,6,43,0.164,19123.98
2025-04,APAC,Core,Alpha,MidMarket,63,3,33,0.126,19014.1
2025-04,APAC,Core,Alpha,Enterprise,39,3,22,0.063,20697.1
2025-04,APAC,Core,Beta,SMB,220,13,96,0.175,18253.76
2025-04,APAC,Core,Beta,MidMarket,182,15,66,0.082,20096.87
2025-04,APAC,Core,Beta,Enterprise,99,6,14,0.07,20248.02
2025-04,APAC,Core,Gamma,SMB,116,4,65,0.174,17926.08
2025-04,APAC,Core,Gamma,MidMarket,88,6,29,0.104,19928.73
2025-04,APAC,Core,Gamma,Enterprise,54,4,28,0.04,21453.57
2025-04,APAC,Core,ServicesPlus,SMB,184,16,119,0.172,18606.6
2025-04,APAC,Core,ServicesPlus,MidMarket,165,12,107,0.11,19500.3
2025-04,APAC,Core,ServicesPlus,Enterprise,98,8,51,0.061,21130.95
2025-04,APAC,Growth,Alpha,SMB,124,10,72,0.199,17315.42
2025-04,APAC,Growth,Alpha,MidMarket,94,5,68,0.149,18989.62
2025-04,APAC,Growth,Alpha,Enterprise,55,3,17,0.103,19996.99
2025-04,APAC,Growth,Beta,SMB,185,11,77,0.206,17424.23
2025-04,APAC,Growth,Beta,MidMarket,136,7,78,0.125,19423.63
2025-04,APAC,Growth,Beta,Enterprise,72,3,43,0.093,20135.06
2025-04,APAC,Growth,Gamma,SMB,255,20,84,0.214,16938.07
2025-04,APAC,Growth,Gamma,MidMarket,171,14,80,0.139,19026.53
2025-04,APAC,Growth,Gamma,Enterprise,92,6,25,0.098,20189.08
2025-04,APAC,Growth,ServicesPlus,SMB,193,10,94,0.198,17537.41
2025-04,APAC,Growth,ServicesPlus,MidMarket,155,6,82,0.133,18567.47
2025-04,APAC,Growth,ServicesPlus,Enterprise,89,3,44,0.119,18688.67
2025-04,APAC,Services,Alpha,SMB,211,16,129,0.143,18642.15
2025-04,APAC,Services,Alpha,MidMarket,167,11,72,0.118,20154.17
2025-04,APAC,Services,Alpha,Enterprise,81,3,34,0.088,19980.11
2025-04,APAC,Services,Beta,SMB,144,12,89,0.171,18263.64
2025-04,APAC,Services,Beta,MidMarket,130,8,56,0.106,20023.84
2025-04,APAC,Services,Beta,Enterprise,76,3,46,0.059,21058.64
2025-04,APAC,Services,Gamma,SMB,180,11,111,0.175,17982.62
2025-04,APAC,Services,Gamma,MidMarket,134,6,69,0.107,19391.9
2025-04,APAC,Services,Gamma,Enterprise,78,7,23,0.075,20161.05
2025-04,APAC,Services,ServicesPlus,SMB,129,5,66,0.165,18653.4
2025-04,APAC,Services,ServicesPlus,MidMarket,117,6,93,0.106,19536.76
2025-04,APAC,Services,ServicesPlus,Enterprise,67,6,33,0.071,19934.98
2025-05,NA,Core,Alpha,SMB,98,8,55,0.179,17703.36
2025-05,NA,Core,Alpha,MidMarket,79,7,27,0.11,19859.17
2025-05,NA,Core,Alpha,Enterprise,46,2,37,0.063,20124.17
2025-05,NA,Core,Beta,SMB,159,7,63,0.157,18156.92
2025-05,NA,Core,Beta,MidMarket,115,8,71,0.09,20469.01
2025-05,NA,Core,Beta,Enterprise,69,5,39,0.064,20705.61
2025-05,NA,Core,Gamma,SMB,90,4,46,0.167,17920.47
2025-05,NA,Core,Gamma,MidMarket,64,2,42,0.1,19059.29
2025-05,NA,Core,Gamma,Enterprise,36,2,21,0.057,20535.6
2025-05,NA,Core,ServicesPlus,SMB,60,5,31,0.143,19357.7
2025-05,NA,Core,ServicesPlus,MidMarket,55,4,32,0.101,19694.58
2025-05,NA,Core,ServicesPlus,Enterprise,30,2,22,0.075,20098.71
2025-05,NA,Growth,Alpha,SMB,110,5,51,0.22,17135.67
2025-05,NA,Growth,Alpha,MidMarket,80,3,41,0.148,19077.48
2025-05,NA,Growth,Alpha,Enterprise,46,3,33,0.104,19003.18
2025-05,NA,Growth,Beta,SMB,252,18,131,0.221,16848.52
2025-05,NA,Growth,Beta,MidMarket,192,10,90,0.132,19584.91
2025-05,NA,Growth,Beta,Enterprise,111,10,55,0.115,18933.62
2025-05,NA,Growth,Gamma,SMB,210,13,90,0.22,17497.0
2025-05,NA,Growth,Gamma,MidMarket,177,6,68,0.152,18637.15
2025-05,NA,Growth,Gamma,Enterprise,103,9,100,0.089,19873.39
2025-05,NA,Growth,ServicesPlus,SMB,82,4,42,0.202,17768.13
2025-05,NA,Growth,ServicesPlus,MidMarket,56,4,38,0.146,19185.22
2025-05,NA,Growth,ServicesPlus,Enterprise,34,2,22,0.095,20467.86
2025-05,NA,Services,Alpha,SMB,70,6,39,0.186,17460.03
2025-05,NA,Services,Alpha,MidMarket,54,4,43,0.091,19750.92
2025-05,NA,Services,Alpha,Enterprise,30,2,20,0.087,20227.45
2025-05,NA,Services,Beta,SMB,150,8,77,0.173,18546.23
2025-05,NA,Services,Beta,MidMarket,110,10,53,0.12,18696.59
2025-05,NA,Services,Beta,Enterprise,66,4,32,0.061,21096.43
2025-05,NA,Services,Gamma,SMB,131,10,77,0.181,18273.79
2025-05,NA,Services,Gamma,MidMarket,89,5,59,0.114,19606.13
2025-05,NA,Services,Gamma,Enterprise,61,3,40,0.068,20562.58
2025-05,NA,Services,ServicesPlus,SMB,76,3,42,0.177,17606.07
2025-05,NA,Services,ServicesPlus,MidMarket,59,3,27,0.096,20085.58
2025-05,NA,Services,ServicesPlus,Enterprise,32,3,35,0.081,20459.11
2025-05,EMEA,Core,Alpha,SMB,158,6,81,0.175,17139.15
2025-05,EMEA,Core,Alpha,MidMarket,120,5,29,0.103,20371.9
2025-05,EMEA,Core,Alpha,Enterprise,68,2,34,0.063,20006.26
2025-05,EMEA,Core,Beta,SMB,113,5,73,0.156,18958.05
2025-05,EMEA,Core,Beta,MidMarket,81,4,58,0.103,19877.02
2025-05,EMEA,Core,Beta,Enterprise,54,2,39,0.056,20619.67
2025-05,EMEA,Core,Gamma,SMB,185,16,92,0.157,18300.29
2025-05,EMEA,Core,Gamma,MidMarket,136,12,62,0.104,19440.88
2025-05,EMEA,Core,Gamma,Enterprise,73,4,48,0.05,20613.23
2025-05,EMEA,Core,ServicesPlus,SMB,109,3,57,0.16,19045.49
2025-05,EMEA,Core,ServicesPlus,MidMarket,76,7,48,0.114,18396.7
2025-05,EMEA,Core,ServicesPlus,Enterprise,40,3,25,0.063,20265.38
2025-05,EMEA,Growth,Alpha,SMB,133,8,101,0.219,17259.34
2025-05,EMEA,Growth,Alpha,MidMarket,101,7,44,0.141,19367.23
2025-05,EMEA,Growth,Alpha,Enterprise,60,4,56,0.101,19236.04
2025-05,EMEA,Growth,Beta,SMB,93,5,48,0.197,17344.89
2025-05,EMEA,Growth,Beta,MidMarket,69,3,33,0.138,19135.33
2025-05,EMEA,Growth,Beta,Enterprise,36,2,34,0.096,19699.13
2025-05,EMEA,Growth,Gamma,SMB,193,16,74,0.217,17636.48
2025-05,EMEA,Growth,Gamma,MidMarket,140,6,80,0.141,19623.31
2025-05,EMEA,Growth,Gamma,Enterprise,85,5,42,0.083,20963.41
2025-05,EMEA,Growth,ServicesPlus,SMB,152,6,92,0.202,17565.66
2025-05,EMEA,Growth,ServicesPlus,MidMarket,114,4,58,0.152,19123.5
2025-05,EMEA,Growth,ServicesPlus,Enterprise,75,4,33,0.097,19452.54
2025-05,EMEA,Services,Alpha,SMB,163,10,103,0.17,18158.97
2025-05,EMEA,Services,Alpha,MidMarket,130,4,94,0.11,19869.91
2025-05,EMEA,Services,Alpha,Enterprise,77,4,64,0.073,19771.64
2025-05,EMEA,Services,Beta,SMB,191,7,91,0.166,18876.33
2025-05,EMEA,Services,Beta,MidMarket,148,7,67,0.109,19558.66
2025-05,EMEA,Services,Beta,Enterprise,78,3,56,0.078,20015.6
2025-05,EMEA,Services,Gamma,SMB,180,16,68,0.175,18029.31
2025-05,EMEA,Services,Gamma,MidMarket,143,9,88,0.107,19833.71
2025-05,EMEA,Services,Gamma,Enterprise,80,5,77,0.085,20339.41
2025-05,EMEA,Services,ServicesPlus,SMB,72,5,43,0.172,18730.36
2025-05,EMEA,Services,ServicesPlus,MidMarket,53,4,46,0.106,19088.92
2025-05,EMEA,Services,ServicesPlus,Enterprise,34,2,32,0.103,20049.4
2025-05,APAC,Core,Alpha,SMB,77,4,53,0.144,19015.93
2025-05,APAC,Core,Alpha,MidMarket,60,4,42,0.112,19512.99
2025-05,APAC,Core,Alpha,Enterprise,36,3,28,0.062,20487.88
2025-05,APAC,Core,Beta,SMB,220,11,126,0.158,18312.13
2025-05,APAC,Core,Beta,MidMarket,159,6,57,0.081,20256.84
2025-05,APAC,Core,Beta,Enterprise,91,4,35,0.065,20353.75
2025-05,APAC,Core,Gamma,SMB,102,9,45,0.154,18289.27
2025-05,APAC,Core,Gamma,MidMarket,81,3,30,0.098,19289.8
2025-05,APAC,Core,Gamma,Enterprise,50,4,31,0.071,20696.36
2025-05,APAC,Core,ServicesPlus,SMB,185,17,84,0.168,18299.28
2025-05,APAC,Core,ServicesPlus,MidMarket,153,11,87,0.104,19812.41
2025-05,APAC,Core,ServicesPlus,Enterprise,86,6,36,0.058,21080.46
2025-05,APAC,Growth,Alpha,SMB,121,8,58,0.197,17832.74
2025-05,APAC,Growth,Alpha,MidMarket,86,6,36,0.126,19317.4
2025-05,APAC,Growth,Alpha,Enterprise,48,3,21,0.122,19394.89
2025-05,APAC,Growth,Beta,SMB,186,9,105,0.203,18085.65
2025-05,APAC,Growth,Beta,MidMarket,125,7,62,0.138,19252.7
2025-05,APAC,Growth,Beta,Enterprise,78,6,18,0.089,20766.13
2025-05,APAC,Growth,Gamma,SMB,282,25,109,0.208,17297.28
2025-05,APAC,Growth,Gamma,MidMarket,177,12,81,0.131,19223.71
2025-05,APAC,Growth,Gamma,Enterprise,98,9,42,0.103,20431.44
2025-05,APAC,Growth,ServicesPlus,SMB,191,7,95,0.229,17367.44
2025-05,APAC,Growth,ServicesPlus,MidMarket,160,9,106,0.127,19135.99
2025-05,APAC,Growth,ServicesPlus,Enterprise,89,5,27,0.104,20166.56
2025-05,APAC,Services,Alpha,SMB,201,10,81,0.159,18034.69
2025-05,APAC,Services,Alpha,MidMarket,141,6,108,0.122,18186.0
2025-05,APAC,Services,Alpha,Enterprise,92,6,53,0.085,20958.57
2025-05,APAC,Services,Beta,SMB,158,10,101,0.169,17881.72
2025-05,APAC,Services,Beta,MidMarket,127,4,75,0.104,20016.18
2025-05,APAC,Services,Beta,Enterprise,62,4,61,0.062,20890.56
2025-05,APAC,Services,Gamma,SMB,186,12,81,0.17,18256.24
2025-05,APAC,Services,Gamma,MidMarket,150,11,85,0.107,19635.0
2025-05,APAC,Services,Gamma,Enterprise,77,6,44,0.057,20644.42
2025-05,APAC,Services,ServicesPlus,SMB,141,11,81,0.164,18314.33
2025-05,APAC,Services,ServicesPlus,MidMarket,114,5,63,0.122,19534.82
2025-05,APAC,Services,ServicesPlus,Enterprise,67,3,16,0.063,20470.39
2025-06,NA,Core,Alpha,SMB,95,4,48,0.146,19281.69
2025-06,NA,Core,Alpha,MidMarket,75,7,33,0.127,19597.1
2025-06,NA,Core,Alpha,Enterprise,39,3,23,0.046,20633.17
2025-06,NA,Core,Beta,SMB,146,7,89,0.159,18809.34
2025-06,NA,Core,Beta,MidMarket,130,4,63,0.084,19968.98
2025-06,NA,Core,Beta,Enterprise,67,4,50,0.049,21213.86
2025-06,NA,Core,Gamma,SMB,88,6,39,0.152,18356.79
2025-06,NA,Core,Gamma,MidMarket,55,4,43,0.1,20203.95
2025-06,NA,Core,Gamma,Enterprise,36,2,11,0.041,21381.1
2025-06,NA,Core,ServicesPlus,SMB,71,6,38,0.15,18778.39
2025-06,NA,Core,ServicesPlus,MidMarket,50,2,21,0.11,18701.83
2025-06,NA,Core,ServicesPlus,Enterprise,28,2,12,0.053,21344.99
2025-06,NA,Growth,Alpha,SMB,87,4,56,0.2,17613.64
2025-06,NA,Growth,Alpha,MidMarket,77,5,40,0.113,19440.22
2025-06,NA,Growth,Alpha,Enterprise,48,3,33,0.1,18897.45
2025-06,NA,Growth,Beta,SMB,230,12,142,0.219,17101.68
2025-06,NA,Growth,Beta,MidMarket,197,15,103,0.125,18910.93
2025-06,NA,Growth,Beta,Enterprise,111,6,74,0.101,20033.64
2025-06,NA,Growth,Gamma,SMB,225,8,113,0.207,17171.63
2025-06,NA,Growth,Gamma,MidMarket,172,11,87,0.132,19682.64
2025-06,NA,Growth,Gamma,Enterprise,94,5,70,0.101,20121.35
2025-06,NA,Growth,ServicesPlus,SMB,71,4,30,0.205,17874.95
2025-06,NA,Growth,ServicesPlus,MidMarket,57,3,39,0.138,19120.25
2025-06,NA,Growth,ServicesPlus,Enterprise,37,2,8,0.115,19543.66
2025-06,NA,Services,Alpha,SMB,65,6,42,0.169,18118.66
2025-06,NA,Services,Alpha,MidMarket,49,3,23,0.117,19507.64
2025-06,NA,Services,Alpha,Enterprise,32,2,24,0.053,21491.0
2025-06,NA,Services,Beta,SMB,131,8,73,0.17,18603.29
2025-06,NA,Services,Beta,MidMarket,111,8,77,0.106,20572.8
2025-06,NA,Services,Beta,Enterprise,59,5,51,0.07,20379.17
2025-06,NA,Services,Gamma,SMB,117,7,55,0.18,18101.64
2025-06,NA,Services,Gamma,MidMarket,96,7,64,0.109,19890.81
2025-06,NA,Services,Gamma,Enterprise,56,4,22,0.052,21626.62
2025-06,NA,Services,ServicesPlus,SMB,77,3,38,0.164,18482.46
2025-06,NA,Services,ServicesPlus,MidMarket,52,5,28,0.131,18906.67
2025-06,NA,Services,ServicesPlus,Enterprise,31,2,12,0.083,20440.7
2025-06,EMEA,Core,Alpha,SMB,158,6,91,0.147,18952.7
2025-06,EMEA,Core,Alpha,MidMarket,102,8,80,0.105,19390.88
2025-06,EMEA,Core,Alpha,Enterprise,64,2,38,0.057,20896.47
2025-06,EMEA,Core,Beta,SMB,92,4,49,0.138,19358.09
2025-06,EMEA,Core,Beta,MidMarket,81,4,48,0.089,19581.65
2025-06,EMEA,Core,Beta,Enterprise,44,3,19,0.046,21520.23
2025-06,EMEA,Core,Gamma,SMB,156,12,92,0.155,18348.83
2025-06,EMEA,Core,Gamma,MidMarket,109,6,42,0.116,19812.23
2025-06,EMEA,Core,Gamma,Enterprise,74,4,47,0.06,20661.95
2025-06,EMEA,Core,ServicesPlus,SMB,103,7,53,0.183,17904.49
2025-06,EMEA,Core,ServicesPlus,MidMarket,72,5,61,0.103,20496.37
2025-06,EMEA,Core,ServicesPlus,Enterprise,36,1,41,0.063,20750.89
2025-06,EMEA,Growth,Alpha,SMB,149,13,73,0.193,17432.39
2025-06,EMEA,Growth,Alpha,MidMarket,103,3,77,0.144,18716.28
2025-06,EMEA,Growth,Alpha,Enterprise,57,4,29,0.093,20313.19
2025-06,EMEA,Growth,Beta,SMB,87,6,58,0.195,17642.5
2025-06,EMEA,Growth,Beta,MidMarket,69,5,34,0.131,19096.84
2025-06,EMEA,Growth,Beta,Enterprise,39,3,24,0.112,19112.28
2025-06,EMEA,Growth,Gamma,SMB,184,6,73,0.22,17740.93
2025-06,EMEA,Growth,Gamma,MidMarket,141,7,83,0.147,18799.34
2025-06,EMEA,Growth,Gamma,Enterprise,84,4,49,0.085,19858.66
2025-06,EMEA,Growth,ServicesPlus,SMB,157,7,105,0.209,16974.59
2025-06,EMEA,Growth,ServicesPlus,MidMarket,117,7,78,0.134,19690.83
2025-06,EMEA,Growth,ServicesPlus,Enterprise,60,5,42,0.103,19950.5
2025-06,EMEA,Services,Alpha,SMB,170,12,129,0.158,18077.35
2025-06,EMEA,Services,Alpha,MidMarket,141,10,86,0.123,19354.21
2025-06,EMEA,Services,Alpha,Enterprise,69,2,65,0.051,21133.85
2025-06,EMEA,Services,Beta,SMB,180,15,106,0.179,17670.48
2025-06,EMEA,Services,Beta,MidMarket,143,4,82,0.113,20119.29
2025-06,EMEA,Services,Beta,Enterprise,82,3,50,0.092,20527.44
2025-06,EMEA,Services,Gamma,SMB,169,8,101,0.161,18628.53
2025-06,EMEA,Services,Gamma,MidMarket,115,7,97,0.118,19788.02
2025-06,EMEA,Services,Gamma,Enterprise,83,7,45,0.074,20066.4
2025-06,EMEA,Services,ServicesPlus,SMB,74,4,43,0.143,18696.81
2025-06,EMEA,Services,ServicesPlus,MidMarket,57,3,61,0.116,19020.07
2025-06,EMEA,Services,ServicesPlus,Enterprise,33,1,16,0.067,20310.95
2025-06,APAC,Core,Alpha,SMB,78,3,43,0.164,18246.75
2025-06,APAC,Core,Alpha,MidMarket,61,4,46,0.075,20231.67
2025-06,APAC,Core,Alpha,Enterprise,37,1,14,0.083,19615.84
2025-06,APAC,Core,Beta,SMB,222,9,94,0.143,18813.03
2025-06,APAC,Core,Beta,MidMarket,155,6,93,0.113,19041.52
2025-06,APAC,Core,Beta,Enterprise,91,6,40,0.083,20667.53
2025-06,APAC,Core,Gamma,SMB,110,8,57,0.168,18728.17
2025-06,APAC,Core,Gamma,MidMarket,77,4,44,0.098,19511.96
2025-06,APAC,Core,Gamma,Enterprise,48,3,32,0.065,20115.2
2025-06,APAC,Core,ServicesPlus,SMB,158,7,94,0.168,18197.25
2025-06,APAC,Core,ServicesPlus,MidMarket,142,5,75,0.121,18741.56
2025-06,APAC,Core,ServicesPlus,Enterprise,91,3,21,0.062,20337.25
2025-06,APAC,Growth,Alpha,SMB,97,4,55,0.181,17890.38
2025-06,APAC,Growth,Alpha,MidMarket,88,5,38,0.119,20164.56
2025-06,APAC,Growth,Alpha,Enterprise,48,2,22,0.101,19616.79
2025-06,APAC,Growth,Beta,SMB,178,8,70,0.19,18204.72
2025-06,APAC,Growth,Beta,MidMarket,115,6,69,0.144,18759.08
2025-06,APAC,Growth,Beta,Enterprise,73,6,37,0.125,18958.62
2025-06,APAC,Growth,Gamma,SMB,256,10,131,0.202,16777.01
2025-06,APAC,Growth,Gamma,MidMarket,178,14,100,0.138,18856.5
2025-06,APAC,Growth,Gamma,Enterprise,109,6,48,0.097,20067.08
2025-06,APAC,Growth,ServicesPlus,SMB,178,15,85,0.195,17822.62
2025-06,APAC,Growth,ServicesPlus,MidMarket,152,6,74,0.135,19316.57
2025-06,APAC,Growth,ServicesPlus,Enterprise,81,7,20,0.101,20305.12
2025-06,APAC,Services,Alpha,SMB,193,16,136,0.148,19063.31
2025-06,APAC,Services,Alpha,MidMarket,145,12,106,0.079,19735.88
2025-06,APAC,Services,Alpha,Enterprise,89,7,79,0.06,21268.04
2025-06,APAC,Services,Beta,SMB,141,11,88,0.158,18918.52
2025-06,APAC,Services,Beta,MidMarket,127,11,61,0.122,18955.89
2025-06,APAC,Services,Beta,Enterprise,63,5,41,0.061,21411.45
2025-06,APAC,Services,Gamma,SMB,161,12,103,0.164,18301.66
2025-06,APAC,Services,Gamma,MidMarket,123,5,72,0.123,18975.98
2025-06,APAC,Services,Gamma,Enterprise,83,3,49,0.07,20608.81
2025-06,APAC,Services,ServicesPlus,SMB,134,7,99,0.157,18537.83
2025-06,APAC,Services,ServicesPlus,MidMarket,106,7,69,0.111,19421.02
2025-06,APAC,Services,ServicesPlus,Enterprise,64,4,58,0.088,19377.36
2025-07,NA,Core,Alpha,SMB,100,4,58,0.171,18276.29
2025-07,NA,Core,Alpha,MidMarket,74,5,48,0.1,19457.82
2025-07,NA,Core,Alpha,Enterprise,47,4,35,0.035,21418.4
2025-07,NA,Core,Beta,SMB,158,11,75,0.175,18193.17
2025-07,NA,Core,Beta,MidMarket,119,9,64,0.094,20210.92
2025-07,NA,Core,Beta,Enterprise,63,2,44,0.067,21002.05
2025-07,NA,Core,Gamma,SMB,82,6,62,0.177,18243.78
2025-07,NA,Core,Gamma,MidMarket,65,6,34,0.089,20225.6
2025-07,NA,Core,Gamma,Enterprise,35,2,9,0.08,20597.35
2025-07,NA,Core,ServicesPlus,SMB,68,2,40,0.155,18539.98
2025-07,NA,Core,ServicesPlus,MidMarket,55,3,26,0.107,19947.06
2025-07,NA,Core,ServicesPlus,Enterprise,26,2,20,0.07,19994.85
2025-07,NA,Growth,Alpha,SMB,104,5,59,0.211,17756.88
2025-07,NA,Growth,Alpha,MidMarket,78,4,55,0.15,18180.23
2025-07,NA,Growth,Alpha,Enterprise,47,4,25,0.09,19709.54
2025-07,NA,Growth,Beta,SMB,242,9,109,0.187,17678.7
2025-07,NA,Growth,Beta,MidMarket,194,15,114,0.156,19137.73
2025-07,NA,Growth,Beta,Enterprise,118,6,51,0.116,19681.01
2025-07,NA,Growth,Gamma,SMB,253,16,97,0.162,18383.52
2025-07,NA,Growth,Gamma,MidMarket,166,9,93,0.121,19656.23
2025-07,NA,Growth,Gamma,Enterprise,100,9,54,0.111,19709.32
2025-07,NA,Growth,ServicesPlus,SMB,70,4,41,0.22,17570.68
2025-07,NA,Growth,ServicesPlus,MidMarket,50,4,34,0.145,19198.44
2025-07,NA,Growth,ServicesPlus,Enterprise,30,2,16,0.104,19584.53
2025-07,NA,Services,Alpha,SMB,68,5,38,0.171,18125.55
2025-07,NA,Services,Alpha,MidMarket,51,4,45,0.126,19184.63
2025-07,NA,Services,Alpha,Enterprise,29,2,14,0.093,20209.47
2025-07,NA,Services,Beta,SMB,151,9,74,0.197,17229.86
2025-07,NA,Services,Beta,MidMarket,111,6,69,0.112,19880.92
2025-07,NA,Services,Beta,Enterprise,61,4,15,0.051,20357.52
2025-07,NA,Services,Gamma,SMB,114,6,66,0.19,17970.22
2025-07,NA,Services,Gamma,MidMarket,105,4,50,0.113,19381.57
2025-07,NA,Services,Gamma,Enterprise,55,3,29,0.066,19788.99
2025-07,NA,Services,ServicesPlus,SMB,74,6,35,0.158,17379.27
2025-07,NA,Services,ServicesPlus,MidMarket,54,4,26,0.122,19245.29
2025-07,NA,Services,ServicesPlus,Enterprise,33,2,23,0.071,20014.18
2025-07,EMEA,Core,Alpha,SMB,141,7,84,0.17,18206.53
2025-07,EMEA,Core,Alpha,MidMarket,114,4,63,0.097,19167.03
2025-07,EMEA,Core,Alpha,Enterprise,66,5,47,0.062,20803.1
2025-07,EMEA,Core,Beta,SMB,98,7,62,0.178,18243.43
2025-07,EMEA,Core,Beta,MidMarket,84,5,37,0.115,19480.54
2025-07,EMEA,Core,Beta,Enterprise,43,3,37,0.077,20203.95
2025-07,EMEA,Core,Gamma,SMB,159,8,131,0.15,18828.41
2025-07,EMEA,Core,Gamma,MidMarket,151,5,84,0.095,19985.42
2025-07,EMEA,Core,Gamma,Enterprise,72,3,47,0.044,21246.23
2025-07,EMEA,Core,ServicesPlus,SMB,97,8,43,0.143,18917.24
2025-07,EMEA,Core,ServicesPlus,MidMarket,73,2,55,0.098,19944.35
2025-07,EMEA,Core,ServicesPlus,Enterprise,37,1,18,0.075,20301.78
2025-07,EMEA,Growth,Alpha,SMB,129,5,68,0.199,17720.74
2025-07,EMEA,Growth,Alpha,MidMarket,104,6,49,0.133,19596.99
2025-07,EMEA,Growth,Alpha,Enterprise,59,4,38,0.107,20137.57
2025-07,EMEA,Growth,Beta,SMB,101,5,37,0.182,17649.82
2025-07,EMEA,Growth,Beta,MidMarket,75,3,15,0.13,19148.66
2025-07,EMEA,Growth,Beta,Enterprise,37,1,17,0.096,19471.48
2025-07,EMEA,Growth,Gamma,SMB,193,15,97,0.216,17134.41
2025-07,EMEA,Growth,Gamma,MidMarket,144,13,78,0.128,19582.16
2025-07,EMEA,Growth,Gamma,Enterprise,89,7,49,0.107,18769.57
2025-07,EMEA,Growth,ServicesPlus,SMB,157,10,109,0.191,17868.58
2025-07,EMEA,Growth,ServicesPlus,MidMarket,128,10,71,0.145,18736.9
2025-07,EMEA,Growth,ServicesPlus,Enterprise,67,6,50,0.084,20906.98
2025-07,EMEA,Services,Alpha,SMB,163,6,131,0.17,18379.05
2025-07,EMEA,Services,Alpha,MidMarket,127,8,85,0.118,18932.67
2025-07,EMEA,Services,Alpha,Enterprise,71,4,29,0.078,19836.93
2025-07,EMEA,Services,Beta,SMB,181,8,108,0.167,18767.58
2025-07,EMEA,Services,Beta,MidMarket,146,6,87,0.111,20639.44
